# ----------------------------------------
# All Web Site Data
# Export Metrics (Filter U.S.A.)
# 20150101-20170731
# ----------------------------------------

Year,Country ISO Code,Page,Page Title,New Users,Unique Pageviews,Pageviews
2016,ZZ,/?from=http://web-revenue.xyz/,Home page,6,6,6
2016,ZZ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,6,7,7
2017,AE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,56,96
2017,AR,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,16,17
2017,AU,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/860565,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,161,249
2017,AU,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/862469,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,122,167
2017,BA,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,10,12
2017,BD,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,54,89
2017,BH,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,25,47
2017,BO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,11,19
2017,BO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,17,29
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856472,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,27,31
2017,BR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/858067,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,37,55
2017,BW,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,44,64
2017,BW,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860430,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,16,19
2017,CA,/fiction-and-nonfiction-2017/surveys/start/176762,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,340,383
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856747,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,291,579
2017,CA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/teams/165820,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,27,34
2017,CF,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,7,7
2017,CZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,77,123
2017,DE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,140,204
2017,ES,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,60,103
2017,FR,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,6,10,12
2017,FR,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,6,16,22
2017,FR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,108,199
2017,FR,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,103,147
2017,GB,/fiction-and-nonfiction-2017/users/my_account,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,106,118
2017,GB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/courses/fiction-and-nonfiction-2017/users/851768,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,7,7
2017,GB,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856753,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,91,105
2017,GF,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,6,6
2017,GR,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,76,178
2017,GR,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,11,14
2017,GW,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,9,9
2017,GY,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,24,36
2017,HK,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,9,11
2017,HU,/poetry-and-plays-2017,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,7,7
2017,ID,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,6,6,6
2017,ID,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/858469,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,21,34
2017,IN,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856267,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,520,781
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/lecture_pages/860352,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,334,499
2017,IN,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/teams/166387/workspace,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,69,145
2017,IR,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,7,11
2017,KE,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,217,537
2017,MK,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,9,14
2017,MW,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,9,15
2017,MX,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,6,10,10
2017,NG,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,6,15,16
2017,NL,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,11,15
2017,NO,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/home,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,60,120
2017,PE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,6,7,10
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,21,36
2017,PL,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856566,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,41,56
2017,PT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,49,75
2017,QA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,27,34
2017,RO,/poetry-and-plays-2017/,Power of the Pen: Identities and Social Issues in Poetry and Plays | The University of Iowa | NovoEd,6,6,6
2017,RU,/https://app.novoed.com/#!/courses/poetry-and-plays-2017/home,Power of the Pen: Identities and Social Issues in Poetry and Plays | NovoEd,6,12,14
2017,SB,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,9,11
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,178,283
2017,SG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856471,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,103,148
2017,SZ,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,7,15
2017,TL,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,6,12
2017,TT,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,39,57
2017,UG,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,36,64
2017,XK,/fiction-and-nonfiction-2017,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | The University of Iowa | NovoEd,6,6,15
2017,ZA,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856271,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,227,355
2017,ZZ,/https://app.novoed.com/#!/courses/fiction-and-nonfiction-2017/lecture_pages/856276,Power of the Pen: Identities and Social Issues in Fiction and Nonfiction | NovoEd,6,16,44
2017,ZZ,/sharebutton.to,sharebutton.to,6,6,17
2015,AE,/how-writers-write-fiction-2015/home,Patricia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,9,15
2015,AR,/how-writers-write-fiction-2015/home,Patricia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,167,249
2015,AU,/how-writers-write-fiction-2015/home,Ben's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,14
2015,AU,/how-writers-write-fiction-2015/home,Catherine's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,27,34
2015,AU,/how-writers-write-fiction-2015/home,Patrick's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,59,80
2015,AU,/how-writers-write-fiction-2015/home,Roseanne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,79,127
2015,AU,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,69,80
2015,BD,/how-writers-write-fiction-2015/home,Farjana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,64,91
2015,BR,/how-writers-write-fiction-2015/exercises,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,444,716
2015,BR,/how-writers-write-fiction-2015/home,Paulo's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,19,32
2015,BR,/how-writers-write-fiction-2015/lecture_pages/833989,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,45,67
2015,BR,/how-writers-write-fiction-2015/video_list_lecture_components/754207/lecture_videos/18775,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,42,52
2015,CA,/how-writers-write-fiction-2015/exercises/32767,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",5,762,"1,098"
2015,CA,/how-writers-write-fiction-2015/home,Adria's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,24,37
2015,CA,/how-writers-write-fiction-2015/home,Alexis's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,16
2015,CA,/how-writers-write-fiction-2015/home,Dave's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,25,27
2015,CA,/how-writers-write-fiction-2015/home,Edwin's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,47,51
2015,CA,/how-writers-write-fiction-2015/home,Jamie's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,CA,/how-writers-write-fiction-2015/home,Jessica's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,34,42
2015,CA,/how-writers-write-fiction-2015/home,Leanne's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,14,15
2015,CA,/how-writers-write-fiction-2015/home,Shelley's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,40,59
2015,CA,/how-writers-write-fiction-2015/home,Tashina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,29,51
2015,CA,/how-writers-write-fiction-2015/home,Tina's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,59,80
2015,CA,/how-writers-write-fiction-2015/home,Vicky's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,19,22
2015,CA,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/search/users&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,5,6,9
2015,CY,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,16
2015,DK,/how-writers-write-fiction-2015/home,Sinead's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,10
2015,ES,/how-writers-write-fiction-2015/home,Isabel's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,16,27
2015,ES,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,79,126
2015,ES,/how-writers-write-fiction-2015/lecture_pages/833989,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,47,55
2015,ES,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,74,106
2015,ES,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,74,99
2015,ES,/how-writers-write-fiction-2015/lecture_pages/835638,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,30,49
2015,ET,/how-writers-write-fiction-2015/home,Jignesh's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,6
2015,FR,/how-writers-write-fiction-2015/lecture_pages/835286,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,66,94
2015,GB,/how-writers-write-fiction-2015/exercises/32767,"Class Session 1 Assignment: Starting with Character, My Submission - How Writers Write Fiction 2015 | The University of Iowa | NovoEd",5,507,707
2015,GB,/how-writers-write-fiction-2015/home,Kamal Preet's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,85,276
2015,GB,/how-writers-write-fiction-2015/home,Lydia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,22,40
2015,GB,/how-writers-write-fiction-2015/home,Su's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,11,12
2015,GB,/how-writers-write-fiction-2015/lecture_pages/833989,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,168,214
2015,GH,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,6
2015,HR,/how-writers-write-fiction-2015/home,ZELJKA's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,7
2015,HU,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,9
2015,HU,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,7
2015,IE,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,IL,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,36,44
2015,IN,/how-writers-write-fiction-2015/exercises,Assignments - How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,"1,010","1,612"
2015,IN,/how-writers-write-fiction-2015/home,Chandra's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,21,24
2015,IN,/how-writers-write-fiction-2015/home,Mrunmayee's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,10
2015,IN,/how-writers-write-fiction-2015/lecture_pages/834125,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,147,188
2015,IN,/how-writers-write-fiction-2015/lecture_pages/835286,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,60,81
2015,IN,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,151,190
2015,IQ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,9
2015,IQ,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,66,193
2015,IT,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,IT,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,12,12
2015,JM,/how-writers-write-fiction-2015/home,Elton's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,61,84
2015,JP,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,11
2015,KE,/how-writers-write-fiction-2015/lecture_pages/835012,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,31,37
2015,KW,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,KZ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,KZ,/how-writers-write-fiction-2015/home,Zhanna's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,30,40
2015,LT,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,MA,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,9,11
2015,MU,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,10
2015,MX,/how-writers-write-fiction-2015/home,Alma's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,71,101
2015,MY,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,461,"1,012"
2015,NG,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,632,"1,637"
2015,NO,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,9
2015,NZ,/users/sign_in?redirect_message=Please sign in to continue.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/forums/trending&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 - Sign In | NovoEd,5,11,12
2015,OM,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,11
2015,PA,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,6
2015,PA,/how-writers-write-fiction-2015/home,Maria's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,6
2015,PE,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,6
2015,PH,/how-writers-write-fiction-2015/lecture_pages/833678,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,100,140
2015,PK,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,65,92
2015,PT,/how-writers-write-fiction-2015?referral_token=NL092315,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,QA,/how-writers-write-fiction-2015/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,QA,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,12
2015,QA,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,82,177
2015,RO,/how-writers-write-fiction-2015/home,Dana's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,25,47
2015,RU,/how-writers-write-fiction-2015?is_enrolled_error=true&redirect_message=You must be enrolled in this course to enter.&redirect_message_type=error&after_auth_path=https://novoed.com/how-writers-write-fiction-2015/oe/#!/users/virginia_vilkaite&class=how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2015,RU,/how-writers-write-fiction-2015/home,Virginia's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,19,30
2015,RU,/how-writers-write-fiction-2015/home/terms,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,22,25
2015,SE,/how-writers-write-fiction-2015/home,Mariya's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,45,74
2015,TN,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,9
2015,TT,/how-writers-write-fiction-2015/lecture_pages/835311,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,22,32
2015,TW,/how-writers-write-fiction-2015/home,John's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,24,35
2015,VN,/how-writers-write-fiction-2015/?referral_token=NL111015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,9
2015,ZA,/how-writers-write-fiction-2015/lecture_pages/834570,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,122,177
2015,ZA,/how-writers-write-fiction-2015/oe/,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,627,"1,640"
2015,ZM,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,7,9
2015,ZZ,/?from=http://www.traffic2cash.xyz/,Home Page,5,5,5
2015,ZZ,/how-writers-write-fiction-2015/home,Steven's Home | How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,12,15
2016,AG,/how-writers-write-fiction-2016/lecture_pages/845715,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,74,89
2016,AL,/how-writers-write-fiction-2016,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,6,9
2016,AU,/how-writers-write-fiction-2016/announcements,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,72,91
2016,AU,/how-writers-write-fiction-2016/lecture_pages/846815,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,252,399
2016,AU,/how-writers-write-fiction-2016/oe/#!/forums/trending,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,567,692
2016,AU,/how-writers-write-fiction-2016/surveys/start/173247,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,71,75
2016,AU,/how-writers-write-fiction-2016/video_list_lecture_components/834249/lecture_videos/30144,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,221,242
2016,AU,/whitman-2016,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,15,17
2016,AU,/whitman-2016/home,"Densil 's Home | Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,35,62
2016,AU,/whitman-2016/lecture_pages/843341,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,113,175
2016,AU,/whitman-2016/lecture_pages/843343,"Whitman’s Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,81,137
2016,AU,/whitman-2016/oe/#!/forums/53602,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,15,19
2016,BO,/how-writers-write-fiction-2016/home,Michael James's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,7,9
2016,BO,/how-writers-write-fiction-2016/lecture_pages/847380,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,30,32
2016,BR,/how-writers-write-fiction-2016/home,Clara's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,51,66
2016,BR,/how-writers-write-fiction-2016/home,Mariana's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,25,30
2016,BR,/how-writers-write-fiction-2016/lecture_pages/846795,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,209,268
2016,BR,/how-writers-write-fiction-2016/lecture_pages/846815,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,118,198
2016,BR,/how-writers-write-fiction-2016/lecture_pages/847380,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,116,146
2016,BR,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,116,153
2016,CA,/how-writers-write-fiction-2016/home,Irene's Home | How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,29,39
2016,CA,/how-writers-write-fiction-2016/surveys/start/173247,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,86,91
2016,CA,/users/sign_in,#Flashwrite Teen Poetry MOOC - Sign In | NovoEd,5,16,17
2016,CA,/whitman-2016/lecture_pages/843347,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,92,122
2016,CH,/how-writers-write-fiction-2016/oe/#!/submissions/39842,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,17,37
2016,CL,/flash-write-2016?referral_token=NL031616,#Flashwrite Teen Poetry MOOC | The University of Iowa | NovoEd,5,5,5
2016,CO,/whitman-2016,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,5,5
2016,CR,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2016,CZ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,5,5
2016,DE,/how-writers-write-fiction-2016/lecture_pages/847380,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,77,91
2016,DE,/how-writers-write-fiction-2016/oe/#!/submissions/39741?from_checklist=true,How Writers Write Fiction 2016: Storied Women | The University of Iowa | NovoEd,5,69,94
2016,DE,/whitman-2016/,"Whitman's Civil War: Writing and Imaging Loss, Death, and Disaster | The University of Iowa | NovoEd",5,7,14
2016,DZ,/how-writers-write-fiction-2015,How Writers Write Fiction 2015 | The University of Iowa | NovoEd,5,6,9
